index	position	strand	transcript_length	winner	feature	term_start	term_end	mfe	summary	GeneStart	GeneEnd	GeneLength	GeneLengthWithUTR	url_for_image
antisense_234	514281	-	888	RNA	RhoDep	514058.0	514136.0	-5.0	[['motif_0', 29, 0.000242]]	513908.0	514281.0	374.0	374.0	antisense_234_ss.jpg
antisense_235	514707	-	426	RNA	NA	NA	NA	0.0	[['motif_0', 29, 2.7899999999999997e-05]]	514669.0	514692.0	24.0	39.0	antisense_235_ss.jpg
antisense_237	520503	-	888	RNA	Intrinsic	519825.0	519842.0	-6.943569999999999	[['motif_0', 29, 0.000472]]	519825.0	520503.0	679.0	679.0	antisense_237_ss.jpg
antisense_238	520836	-	333	RNA	NA	NA	NA	-2.0857099999999997	NA	520568.0	520594.0	27.0	269.0	antisense_238_ss.jpg
antisense_242	523998	-	888	RNA	RhoDep	523207.0	523285.0	-11.4286	[['motif_0', 29, 0.00217]]	523057.0	523623.0	567.0	942.0	antisense_242_ss.jpg
antisense_243	525078	-	888	RNA	RhoDep	524344.0	524422.0	-11.4929	[['motif_0', 32, 9.85e-05]]	524194.0	525078.0	885.0	885.0	antisense_243_ss.jpg
antisense_244	530840	-	653	RNA	RhoDep	530283.0	530361.0	-8.58571	[['motif_3', 10, 3.14e-06]]	530133.0	530559.0	427.0	708.0	antisense_244_ss.jpg
antisense_245	534370	-	888	RNA	NA	NA	NA	-3.9142900000000003	NA	534057.0	534074.0	18.0	314.0	antisense_245_ss.jpg
antisense_246	545657	-	888	RNA	Intrinsic	545020.0	545038.0	-5.898569999999999	[['motif_0', 20, 0.000991]]	545020.0	545656.0	637.0	638.0	antisense_246_ss.jpg
antisense_255	559809	-	701	COD	Intrinsic	559729.0	559742.0	NA	[['motif_0', 8, 0.00295]]	559729.0	559761.0	33.0	81.0	
antisense_256	565186	-	888	RNA	NA	NA	NA	-8.75071	NA	564402.0	564452.0	51.0	785.0	antisense_256_ss.jpg
antisense_257	565658	-	472	RNA	NA	NA	NA	-5.555	[['motif_0', 32, 0.00195]]	565188.0	565658.0	471.0	471.0	antisense_257_ss.jpg
antisense_261	573732	-	888	COD	RhoDep	573037.0	573115.0	NA	[['motif_0', 30, 0.00267]]	572887.0	573681.0	795.0	846.0	
antisense_262	574833	-	888	RNA	RhoDep	574469.0	574547.0	-4.971430000000001	NA	574319.0	574833.0	515.0	515.0	antisense_262_ss.jpg
antisense_263	578658	-	888	RNA	RhoDep	578217.0	578295.0	-5.79286	NA	578067.0	578534.0	468.0	592.0	antisense_263_ss.jpg
antisense_264	579122	-	464	RNA	RhoDep	578778.0	578856.0	-7.17857	NA	578628.0	578933.0	306.0	495.0	antisense_264_ss.jpg
antisense_265	579605	-	483	RNA	NA	NA	NA	-0.07142860000000001	NA	579580.0	579603.0	24.0	26.0	antisense_265_ss.jpg
antisense_266	580340	-	735	RNA	NA	NA	NA	-7.50714	[['motif_0', 20, 0.00295]]	579624.0	579656.0	33.0	717.0	antisense_266_ss.jpg
antisense_267	580708	-	368	RNA	NA	NA	NA	-1.90714	[['motif_0', 18, 9.08e-06]]	580533.0	580571.0	39.0	176.0	antisense_267_ss.jpg
antisense_268	584401	-	888	RNA	NA	NA	NA	-10.6143	NA	583526.0	583558.0	33.0	876.0	antisense_268_ss.jpg
antisense_269	592582	-	888	RNA	RhoDep	592314.0	592392.0	-4.721430000000001	NA	592164.0	592427.0	264.0	419.0	antisense_269_ss.jpg
antisense_271	597064	-	888	RNA	RhoDep	596734.0	596812.0	-5.29286	NA	596584.0	597064.0	481.0	481.0	antisense_271_ss.jpg
antisense_272	597357	-	293	COD	RhoDep	597160.0	597238.0	NA	[['motif_0', 29, 0.000363]]	597010.0	597350.0	341.0	348.0	
antisense_274	598618	-	888	RNA	RhoDep	598314.0	598392.0	-5.12143	[['motif_0', 29, 0.00217]]	598164.0	598443.0	280.0	455.0	antisense_274_ss.jpg
antisense_275	601353	-	888	COD	RhoDep	600398.0	600476.0	NA	[['motif_0', 1, 0.0014]]	600248.0	601353.0	1106.0	1106.0	
antisense_276	601582	-	229	COD	RhoDep	601346.0	601424.0	NA	NA	601196.0	601581.0	386.0	387.0	
antisense_277	602369	-	787	RNA	RhoDep	602047.0	602125.0	-7.414289999999999	NA	601897.0	602358.0	462.0	473.0	antisense_277_ss.jpg
antisense_289	618745	-	371	RNA	NA	NA	NA	-3.07143	[['motif_0', 31, 7.05e-06]]	618410.0	618448.0	39.0	336.0	antisense_289_ss.jpg
antisense_290	622236	-	888	COD	RhoDep	621453.0	621531.0	NA	NA	621303.0	622223.0	921.0	934.0	
antisense_291	622528	-	292	COD	NA	NA	NA	NA	[['motif_0', 30, 4.13e-05]]	622281.0	622520.0	240.0	248.0	
antisense_292	622587	-	59	RNA	RhoDep	622451.0	622529.0	-4.01429	NA	622301.0	622556.0	256.0	287.0	antisense_292_ss.jpg
antisense_293	623006	-	419	RNA	NA	NA	NA	-4.17143	[['motif_0', 30, 0.0008789999999999999]]	622588.0	623006.0	419.0	419.0	antisense_293_ss.jpg
antisense_294	626483	-	888	COD	RhoDep	625578.0	625656.0	NA	[['motif_0', 20, 0.00011499999999999999]]	625428.0	626346.0	919.0	1056.0	
antisense_295	626603	-	120	RNA	NA	NA	NA	-0.65	[['motif_0', 29, 0.0008789999999999999]]	626554.0	626592.0	39.0	50.0	antisense_295_ss.jpg
antisense_296	628648	-	888	RNA	RhoDep	627721.0	627799.0	-13.8429	[['motif_0', 31, 3.41e-05]]	627571.0	628648.0	1078.0	1078.0	antisense_296_ss.jpg
antisense_299	633431	-	888	RNA	RhoDep	632550.0	632628.0	-13.3786	NA	632400.0	633431.0	1032.0	1032.0	antisense_299_ss.jpg
antisense_306	639871	-	888	RNA	RhoDep	639391.0	639469.0	-7.657139999999999	[['motif_0', 29, 0.00011499999999999999]]	639241.0	639584.0	344.0	631.0	antisense_306_ss.jpg
antisense_309	648087	-	888	RNA	NA	NA	NA	-5.21429	[['motif_0', 27, 0.0024100000000000002]]	647505.0	647522.0	18.0	583.0	antisense_309_ss.jpg
antisense_310	656053	-	888	COD	RhoDep	655206.0	655284.0	NA	[['motif_0', 29, 0.000991]]	655056.0	656025.0	970.0	998.0	
antisense_311	657528	-	888	RNA	NA	NA	NA	-10.9286	[['motif_0', 29, 0.0014]]	656713.0	656757.0	45.0	816.0	antisense_311_ss.jpg
antisense_312	662963	-	888	RNA	RhoDep	662375.0	662453.0	-8.92143	[['motif_0', 31, 0.0024100000000000002]]	662225.0	662590.0	366.0	739.0	antisense_312_ss.jpg
antisense_313	664227	-	888	RNA	NA	NA	NA	-1.12857	NA	664082.0	664123.0	42.0	146.0	antisense_313_ss.jpg
antisense_314	666445	-	888	RNA	RhoDep	665621.0	665699.0	-14.2143	[['motif_0', 24, 0.0008789999999999999]]	665471.0	665724.0	254.0	975.0	antisense_314_ss.jpg
antisense_315	669516	-	888	COD	RhoDep	668787.0	668865.0	NA	[['motif_0', 29, 0.00021]]	668637.0	669454.0	818.0	880.0	
antisense_319	677832	-	723	RNA	RhoDep	677691.0	677769.0	-3.50714	[['motif_0', 29, 1.83e-05]]	677541.0	677832.0	292.0	292.0	antisense_319_ss.jpg
antisense_320	679543	-	888	RNA	RhoDep	678737.0	678815.0	-11.6429	[['motif_0', 29, 0.00217]]	678587.0	679010.0	424.0	957.0	antisense_320_ss.jpg
antisense_321	682619	-	888	RNA	NA	NA	NA	-10.1429	NA	681732.0	682613.0	882.0	888.0	antisense_321_ss.jpg
antisense_322	685162	-	722	RNA	Intrinsic	684638.0	684660.0	-5.94286	[['motif_0', 28, 0.00195]]	684638.0	685162.0	525.0	525.0	antisense_322_ss.jpg
antisense_323	686297	-	888	RNA	RhoDep	685824.0	685902.0	-7.45	NA	685674.0	686297.0	624.0	624.0	antisense_323_ss.jpg
antisense_324	687074	-	777	RNA	NA	NA	NA	-9.97857	NA	686298.0	687074.0	777.0	777.0	antisense_324_ss.jpg
antisense_325	689648	-	888	RNA	RhoDep	688767.0	688845.0	-9.27143	NA	688617.0	689648.0	1032.0	1032.0	antisense_325_ss.jpg
antisense_326	690394	-	746	RNA	NA	NA	NA	-7.164289999999999	NA	689778.0	689819.0	42.0	617.0	antisense_326_ss.jpg
antisense_327	691079	-	685	RNA	RhoDep	690474.0	690552.0	-8.6	[['motif_0', 28, 0.000991]]	690324.0	690557.0	234.0	756.0	antisense_327_ss.jpg
antisense_328	691566	-	487	COD	NA	NA	NA	NA	NA	691140.0	691427.0	288.0	427.0	
antisense_329	693994	-	888	RNA	RhoDep	693247.0	693325.0	-17.15	[['motif_1', 8, 5.35e-14]]	693097.0	693652.0	556.0	898.0	antisense_329_ss.jpg
antisense_330	703347	-	888	RNA	RhoDep	702668.0	702746.0	-9.78571	[['motif_0', 20, 0.00195]]	702518.0	703138.0	621.0	830.0	antisense_330_ss.jpg
antisense_331	704054	-	707	RNA	RhoDep	703619.0	703697.0	-7.93571	[['motif_0', 28, 0.000182]]	703469.0	703704.0	236.0	586.0	antisense_331_ss.jpg
antisense_332	705809	-	888	RNA	NA	NA	NA	-9.9	NA	704947.0	704985.0	39.0	863.0	antisense_332_ss.jpg
antisense_333	706382	-	573	RNA	RhoDep	706088.0	706166.0	-4.89286	[['motif_0', 29, 4.970000000000001e-05]]	705938.0	706228.0	291.0	445.0	antisense_333_ss.jpg
antisense_334	707621	-	888	RNA	RhoDep	706851.0	706929.0	-10.5929	[['motif_0', 29, 0.000277]]	706701.0	707621.0	921.0	921.0	antisense_334_ss.jpg
antisense_335	707912	-	291	RNA	NA	NA	NA	-0.264286	NA	707854.0	707865.0	12.0	59.0	antisense_335_ss.jpg
antisense_336	710010	-	888	RNA	RhoDep	709338.0	709416.0	-12.1571	[['motif_0', 20, 0.00295]]	709188.0	709493.0	306.0	823.0	antisense_336_ss.jpg
antisense_350	729495	-	888	RNA	NA	NA	NA	-10.1143	[['motif_0', 30, 0.000779]]	728638.0	729495.0	858.0	858.0	antisense_350_ss.jpg
antisense_351	729889	-	394	COD	RhoDep	729662.0	729740.0	NA	NA	729512.0	729881.0	370.0	378.0	
antisense_352	730685	-	796	RNA	NA	NA	NA	-7.49286	[['motif_0', 6, 0.000277]]	729962.0	729991.0	30.0	724.0	antisense_352_ss.jpg
antisense_353	732524	-	888	COD	RhoDep	731835.0	731913.0	NA	[['motif_0', 30, 0.000609]]	731685.0	732514.0	830.0	840.0	
antisense_354	736576	-	888	RNA	RhoDep	736229.0	736307.0	-5.82143	NA	736079.0	736444.0	366.0	498.0	antisense_354_ss.jpg
antisense_355	738065	-	888	RNA	Intrinsic	737294.0	737319.0	-7.94071	[['motif_0', 29, 5.41e-06]]	737294.0	737961.0	668.0	772.0	antisense_355_ss.jpg
antisense_356	742935	-	378	RNA	NA	NA	NA	-3.59286	[['motif_0', 32, 0.0006889999999999999]]	742562.0	742932.0	371.0	374.0	antisense_356_ss.jpg
antisense_357	743367	-	432	RNA	NA	NA	NA	-0.45	[['motif_0', 11, 0.00157]]	743284.0	743310.0	27.0	84.0	antisense_357_ss.jpg
antisense_358	744068	-	701	RNA	RhoDep	743833.0	743911.0	-4.9	NA	743683.0	743958.0	276.0	386.0	antisense_358_ss.jpg
antisense_359	744274	-	206	RNA	NA	NA	NA	-0.8785709999999999	[['motif_0', 31, 4.13e-05]]	744168.0	744215.0	48.0	107.0	antisense_359_ss.jpg
antisense_360	744471	-	197	RNA	NA	NA	NA	-1.6785700000000001	[['motif_0', 29, 0.000277]]	744276.0	744317.0	42.0	196.0	antisense_360_ss.jpg
antisense_361	744542	-	71	RNA	NA	NA	NA	-0.121429	[['motif_0', 30, 0.00396]]	744518.0	744532.0	15.0	25.0	antisense_361_ss.jpg
antisense_362	744623	-	81	RNA	NA	NA	NA	0.0	NA	744602.0	744619.0	18.0	22.0	antisense_362_ss.jpg
antisense_363	745128	-	505	RNA	NA	NA	NA	-6.2714300000000005	NA	744624.0	745124.0	501.0	505.0	antisense_363_ss.jpg
antisense_364	745295	-	167	RNA	NA	NA	NA	-0.342857	NA	745235.0	745246.0	12.0	61.0	antisense_364_ss.jpg
antisense_365	745776	-	481	RNA	NA	NA	NA	-5.8642900000000004	NA	745296.0	745573.0	278.0	481.0	antisense_365_ss.jpg
antisense_369	758425	-	888	RNA	NA	NA	NA	-4.59286	NA	758030.0	758053.0	24.0	396.0	antisense_369_ss.jpg
antisense_370	765957	-	888	RNA	NA	NA	NA	-10.3429	NA	765152.0	765187.0	36.0	806.0	antisense_370_ss.jpg
antisense_372	770152	-	888	RNA	NA	NA	NA	-1.8571400000000002	[['motif_0', 29, 3.41e-05]]	770024.0	770137.0	114.0	129.0	antisense_372_ss.jpg
antisense_373	770944	-	792	RNA	RhoDep	770313.0	770391.0	-9.542860000000001	NA	770163.0	770943.0	781.0	782.0	antisense_373_ss.jpg
antisense_374	772357	-	888	COD	NA	NA	NA	NA	NA	771557.0	772347.0	791.0	801.0	
antisense_375	772986	-	629	RNA	NA	NA	NA	-1.5714299999999999	NA	772860.0	772886.0	27.0	127.0	antisense_375_ss.jpg
antisense_376	774546	-	888	RNA	RhoDep	774063.0	774141.0	-7.56429	[['motif_0', 29, 0.000609]]	773913.0	774161.0	249.0	634.0	antisense_376_ss.jpg
antisense_389	794239	-	888	RNA	RhoDep	793334.0	793412.0	-11.7786	[['motif_0', 8, 0.00477]]	793184.0	793655.0	472.0	1056.0	antisense_389_ss.jpg
antisense_415	841488	-	331	RNA	RhoDep	841340.0	841418.0	-2.90714	[['motif_0', 25, 0.00217]]	841190.0	841478.0	289.0	299.0	antisense_415_ss.jpg
antisense_416	841833	-	345	COD	RhoDep	841629.0	841707.0	NA	[['motif_0', 30, 0.0036]]	841479.0	841833.0	355.0	355.0	
antisense_418	847912	-	888	RNA	NA	NA	NA	-3.37143	[['motif_0', 29, 0.00295]]	847615.0	847653.0	39.0	298.0	antisense_418_ss.jpg
antisense_419	848114	-	202	RNA	NA	NA	NA	-1.40714	[['motif_0', 29, 0.000537]]	848043.0	848093.0	51.0	72.0	antisense_419_ss.jpg
antisense_424	863169	-	888	RNA	NA	NA	NA	-9.385710000000001	[['motif_0', 30, 4.11e-06]]	862282.0	863169.0	888.0	888.0	antisense_424_ss.jpg
antisense_426	873984	-	888	COD	RhoDep	873114.0	873192.0	NA	[['motif_0', 30, 0.00125]]	872964.0	873266.0	303.0	1021.0	
antisense_427	874020	-	36	RNA	NA	NA	NA	-0.228571	NA	873988.0	874005.0	18.0	33.0	antisense_427_ss.jpg
antisense_428	874242	-	222	RNA	Intrinsic	874167.0	874194.0	-1.7	[['motif_0', 32, 0.00011499999999999999]]	874167.0	874213.0	47.0	76.0	antisense_428_ss.jpg
antisense_429	874518	-	276	RNA	Intrinsic	874382.0	874393.0	-1.7	[['motif_0', 29, 0.00175]]	874382.0	874431.0	50.0	137.0	antisense_429_ss.jpg
antisense_441	890313	-	416	RNA	NA	NA	NA	-1.37143	NA	890179.0	890205.0	27.0	135.0	antisense_441_ss.jpg
antisense_443	890353	-	40	RNA	NA	NA	NA	0.0	NA	890335.0	890346.0	12.0	19.0	antisense_443_ss.jpg
antisense_444	892922	-	168	RNA	NA	NA	NA	-1.51429	NA	892789.0	892806.0	18.0	134.0	antisense_444_ss.jpg
antisense_448	909502	-	888	RNA	Intrinsic	909178.0	909188.0	-3.5785699999999996	[['motif_0', 28, 0.00195]]	909178.0	909495.0	318.0	325.0	antisense_448_ss.jpg
antisense_449	910077	-	575	RNA	NA	NA	NA	-8.06429	[['motif_0', 30, 0.000277]]	909585.0	909644.0	60.0	493.0	antisense_449_ss.jpg
antisense_450	910139	-	62	RNA	NA	NA	NA	-0.2	NA	910109.0	910138.0	30.0	31.0	antisense_450_ss.jpg
antisense_451	911272	-	416	RNA	NA	NA	NA	-4.06429	NA	910914.0	911272.0	359.0	359.0	antisense_451_ss.jpg
antisense_452	911978	-	706	RNA	NA	NA	NA	-10.3643	[['motif_0', 28, 0.0006889999999999999]]	911277.0	911324.0	48.0	702.0	antisense_452_ss.jpg
antisense_453	912449	-	471	RNA	NA	NA	NA	-6.16429	[['motif_0', 31, 0.00217], ['motif_2', 11, 2.25e-11]]	911987.0	912025.0	39.0	463.0	antisense_453_ss.jpg
antisense_454	912678	-	229	RNA	NA	NA	NA	-3.3	[['motif_0', 28, 0.00267]]	912455.0	912487.0	33.0	224.0	antisense_454_ss.jpg
antisense_455	914488	-	888	RNA	Intrinsic	913635.0	913676.0	-10.4143	NA	913635.0	914488.0	854.0	854.0	antisense_455_ss.jpg
antisense_456	915178	-	690	RNA	RhoDep	914856.0	914934.0	-6.28571	[['motif_0', 28, 0.0008789999999999999], ['motif_3', 9, 4.13e-06]]	914706.0	915178.0	473.0	473.0	antisense_456_ss.jpg
antisense_457	915319	-	141	RNA	NA	NA	NA	-1.36429	[['motif_3', 2, 1.29e-05], ['motif_4', 19, 3.5000000000000003e-10]]	915204.0	915257.0	54.0	116.0	antisense_457_ss.jpg
antisense_458	918350	-	888	RNA	NA	NA	NA	-11.4429	NA	917463.0	918350.0	888.0	888.0	antisense_458_ss.jpg
antisense_459	923862	-	722	RNA	RhoDep	923319.0	923397.0	-8.57143	[['motif_0', 30, 0.00157]]	923169.0	923859.0	691.0	694.0	antisense_459_ss.jpg
antisense_460	924358	-	496	RNA	NA	NA	NA	-1.6785700000000001	[['motif_0', 30, 0.0032600000000000003]]	924273.0	924317.0	45.0	86.0	antisense_460_ss.jpg
antisense_461	924484	-	126	RNA	NA	NA	NA	-1.67143	[['motif_0', 32, 0.0014]]	924401.0	924412.0	12.0	84.0	antisense_461_ss.jpg
antisense_462	924661	-	177	RNA	NA	NA	NA	-0.392857	NA	924614.0	924628.0	15.0	48.0	antisense_462_ss.jpg
antisense_465	934558	-	735	RNA	Intrinsic	934219.0	934245.0	-4.37143	NA	934219.0	934558.0	340.0	340.0	antisense_465_ss.jpg
antisense_468	937688	-	888	RNA	NA	NA	NA	-10.8786	[['motif_0', 17, 0.00295]]	936817.0	937688.0	872.0	872.0	antisense_468_ss.jpg
antisense_476	948980	-	730	COD	RhoDep	948339.0	948417.0	NA	NA	948189.0	948975.0	787.0	792.0	
antisense_484	970537	-	449	RNA	RhoDep	970416.0	970494.0	-4.44286	[['motif_0', 30, 0.000363]]	970266.0	970511.0	246.0	272.0	antisense_484_ss.jpg
antisense_485	970832	-	295	RNA	NA	NA	NA	-2.46429	[['motif_0', 29, 0.000537]]	970643.0	970675.0	33.0	190.0	antisense_485_ss.jpg
antisense_487	971806	-	888	RNA	RhoDep	971459.0	971537.0	-6.0214300000000005	[['motif_0', 29, 0.000363], ['motif_3', 6, 1.12e-06]]	971309.0	971806.0	498.0	498.0	antisense_487_ss.jpg
antisense_494	1002432	-	290	RNA	NA	NA	NA	-0.364286	[['motif_0', 29, 1.1599999999999999e-05]]	1002381.0	1002413.0	33.0	52.0	antisense_494_ss.jpg
antisense_495	1002462	-	30	RNA	NA	NA	NA	0.0	[['motif_0', 29, 0.005229999999999999]]	1002440.0	1002451.0	12.0	23.0	antisense_495_ss.jpg
antisense_496	1004020	-	888	RNA	RhoDep	1003521.0	1003599.0	-8.84286	NA	1003371.0	1004020.0	650.0	650.0	antisense_496_ss.jpg
antisense_497	1005439	-	888	RNA	Intrinsic	1005023.0	1005060.0	-5.54286	[['motif_0', 9, 0.00195]]	1005023.0	1005439.0	417.0	417.0	antisense_497_ss.jpg
antisense_498	1005733	-	294	RNA	NA	NA	NA	-1.36429	[['motif_0', 17, 0.000609]]	1005539.0	1005661.0	123.0	195.0	antisense_498_ss.jpg
antisense_499	1007271	-	888	RNA	RhoDep	1007094.0	1007172.0	-3.34286	[['motif_0', 3, 0.00031800000000000003]]	1006944.0	1007271.0	328.0	328.0	antisense_499_ss.jpg
antisense_501	1008677	-	888	RNA	RhoDep	1008116.0	1008194.0	-9.71429	NA	1007966.0	1008229.0	264.0	712.0	antisense_501_ss.jpg
antisense_503	1012761	-	603	RNA	NA	NA	NA	-4.64286	[['motif_0', 31, 2.7899999999999997e-05]]	1012435.0	1012494.0	60.0	327.0	antisense_503_ss.jpg
antisense_504	1012894	-	133	RNA	NA	NA	NA	-0.6642859999999999	[['motif_0', 29, 0.000991]]	1012818.0	1012850.0	33.0	77.0	antisense_504_ss.jpg
antisense_505	1013593	-	699	COD	RhoDep	1013077.0	1013155.0	NA	[['motif_0', 29, 0.000537]]	1012927.0	1013301.0	375.0	667.0	
antisense_506	1013741	-	148	RNA	NA	NA	NA	0.0	[['motif_0', 28, 0.0008789999999999999]]	1013725.0	1013736.0	12.0	17.0	antisense_506_ss.jpg
antisense_507	1014610	-	869	RNA	Intrinsic	1013793.0	1013812.0	-11.5429	[['motif_0', 29, 5.41e-06]]	1013793.0	1014610.0	818.0	818.0	antisense_507_ss.jpg
antisense_512	1031512	-	816	RNA	NA	NA	NA	-1.07857	NA	1031393.0	1031419.0	27.0	120.0	antisense_512_ss.jpg
antisense_513	1031782	-	270	RNA	Intrinsic	1031626.0	1031641.0	-1.47143	[['motif_0', 29, 0.0006889999999999999]]	1031626.0	1031643.0	18.0	157.0	antisense_513_ss.jpg
antisense_515	1035364	-	888	COD	RhoDep	1034516.0	1034594.0	NA	[['motif_0', 29, 8.37e-05]]	1034366.0	1035264.0	899.0	999.0	
antisense_516	1035708	-	344	RNA	NA	NA	NA	-1.8857099999999998	[['motif_0', 30, 0.000537]]	1035514.0	1035567.0	54.0	195.0	antisense_516_ss.jpg
antisense_517	1036055	-	347	COD	NA	NA	NA	NA	[['motif_0', 29, 2.7899999999999997e-05]]	1035865.0	1035987.0	123.0	191.0	
antisense_518	1036424	-	369	RNA	NA	NA	NA	-0.607143	[['motif_0', 10, 0.000135]]	1036366.0	1036380.0	15.0	59.0	antisense_518_ss.jpg
antisense_519	1036589	-	165	RNA	NA	NA	NA	-0.2	[['motif_0', 27, 0.00267]]	1036562.0	1036588.0	27.0	28.0	antisense_519_ss.jpg
antisense_520	1036866	-	277	RNA	NA	NA	NA	-2.8928599999999998	[['motif_0', 30, 0.0014]]	1036662.0	1036703.0	42.0	205.0	antisense_520_ss.jpg
antisense_521	1036918	-	52	RNA	NA	NA	NA	-0.514286	[['motif_0', 17, 0.00217]]	1036872.0	1036883.0	12.0	47.0	antisense_521_ss.jpg
antisense_522	1038137	-	888	RNA	RhoDep	1037247.0	1037325.0	-15.4929	[['motif_0', 28, 0.00477]]	1037097.0	1037956.0	860.0	1041.0	antisense_522_ss.jpg
antisense_523	1038349	-	212	RNA	NA	NA	NA	-2.11429	NA	1038137.0	1038163.0	27.0	213.0	antisense_523_ss.jpg
antisense_524	1040161	-	888	RNA	RhoDep	1039294.0	1039372.0	-12.5643	[['motif_0', 29, 0.00157]]	1039144.0	1040160.0	1017.0	1018.0	antisense_524_ss.jpg
antisense_525	1040624	-	463	RNA	NA	NA	NA	-0.44285699999999995	[['motif_0', 29, 3.41e-05]]	1040515.0	1040580.0	66.0	110.0	antisense_525_ss.jpg
antisense_526	1041131	-	507	RNA	NA	NA	NA	-4.76429	[['motif_0', 7, 0.0032600000000000003]]	1040762.0	1040809.0	48.0	370.0	antisense_526_ss.jpg
antisense_527	1041522	-	391	COD	NA	NA	NA	NA	[['motif_0', 5, 0.00267]]	1041158.0	1041349.0	192.0	365.0	
antisense_528	1041992	-	470	RNA	RhoDep	1041714.0	1041792.0	-5.79286	[['motif_0', 29, 0.000182], ['motif_3', 1, 2.48e-06]]	1041564.0	1041992.0	429.0	429.0	antisense_528_ss.jpg
antisense_529	1042171	-	179	COD	Intrinsic	1042015.0	1042039.0	NA	NA	1042015.0	1042119.0	105.0	157.0	
antisense_530	1042231	-	60	RNA	NA	NA	NA	-0.24285700000000002	NA	1042184.0	1042204.0	21.0	48.0	antisense_530_ss.jpg
antisense_531	1042419	-	188	RNA	NA	NA	NA	-0.807143	[['motif_0', 29, 0.000779]]	1042361.0	1042387.0	27.0	59.0	antisense_531_ss.jpg
antisense_532	1044861	-	888	RNA	Intrinsic	1044042.0	1044083.0	-10.7286	[['motif_0', 29, 0.00175]]	1044042.0	1044861.0	820.0	820.0	antisense_532_ss.jpg
antisense_533	1045631	-	770	RNA	RhoDep	1045221.0	1045299.0	-7.778569999999999	[['motif_0', 29, 2.27e-05]]	1045071.0	1045631.0	561.0	561.0	antisense_533_ss.jpg
antisense_535	1048853	-	677	RNA	RhoDep	1048648.0	1048726.0	-5.34286	[['motif_0', 29, 0.0006889999999999999]]	1048498.0	1048831.0	334.0	356.0	antisense_535_ss.jpg
antisense_547	1072894	-	888	RNA	Intrinsic	1072163.0	1072174.0	-6.75	NA	1072163.0	1072894.0	732.0	732.0	antisense_547_ss.jpg
antisense_548	1074165	-	575	RNA	NA	NA	NA	-5.57143	[['motif_0', 28, 0.0008789999999999999]]	1073686.0	1073715.0	30.0	480.0	antisense_548_ss.jpg
antisense_549	1074291	-	126	RNA	NA	NA	NA	-0.678571	NA	1074201.0	1074221.0	21.0	91.0	antisense_549_ss.jpg
antisense_550	1076151	-	749	RNA	NA	NA	NA	-3.4857099999999996	[['motif_0', 29, 8.37e-05]]	1075879.0	1075902.0	24.0	273.0	antisense_550_ss.jpg
antisense_551	1076318	-	167	RNA	NA	NA	NA	-0.192857	NA	1076246.0	1076272.0	27.0	73.0	antisense_551_ss.jpg
antisense_552	1078063	-	888	COD	RhoDep	1077635.0	1077713.0	NA	NA	1077485.0	1077771.0	287.0	579.0	
antisense_554	1078745	-	682	RNA	NA	NA	NA	-6.892860000000001	[['motif_0', 32, 0.00021]]	1078263.0	1078289.0	27.0	483.0	antisense_554_ss.jpg
antisense_555	1080850	-	888	RNA	RhoDep	1080244.0	1080322.0	-9.65714	[['motif_0', 9, 0.00396]]	1080094.0	1080844.0	751.0	757.0	antisense_555_ss.jpg
antisense_556	1082152	-	374	RNA	NA	NA	NA	-2.0142900000000004	[['motif_0', 29, 0.0032600000000000003]]	1081994.0	1082068.0	75.0	159.0	antisense_556_ss.jpg
antisense_560	1091885	-	888	COD	RhoDep	1091056.0	1091134.0	NA	[['motif_0', 29, 0.000779]]	1090906.0	1091869.0	964.0	980.0	
antisense_561	1092431	-	546	RNA	NA	NA	NA	-6.85	[['motif_0', 29, 5.9499999999999996e-05]]	1091886.0	1092431.0	546.0	546.0	antisense_561_ss.jpg
antisense_562	1092494	-	63	COD	NA	NA	NA	NA	NA	1092448.0	1092483.0	36.0	47.0	
antisense_573	1122585	-	888	COD	RhoDep	1121679.0	1121757.0	NA	NA	1121529.0	1122577.0	1049.0	1057.0	
antisense_578	1140249	-	888	RNA	RhoDep	1139806.0	1139884.0	-7.907139999999999	NA	1139656.0	1140248.0	593.0	594.0	antisense_578_ss.jpg
antisense_579	1145833	-	382	RNA	NA	NA	NA	-2.6	[['motif_0', 29, 0.000779]]	1145591.0	1145680.0	90.0	243.0	antisense_579_ss.jpg
antisense_584	1151733	-	812	RNA	RhoDep	1150960.0	1151038.0	-10.6357	[['motif_0', 29, 7.070000000000001e-05]]	1150810.0	1151733.0	924.0	924.0	antisense_584_ss.jpg
antisense_585	1155384	-	684	RNA	RhoDep	1154857.0	1154935.0	-8.614289999999999	[['motif_0', 30, 0.000182]]	1154707.0	1155384.0	678.0	678.0	antisense_585_ss.jpg
antisense_587	1163331	-	888	RNA	NA	NA	NA	-10.9929	[['motif_0', 1, 0.000363]]	1162536.0	1162580.0	45.0	796.0	antisense_587_ss.jpg
antisense_588	1163796	-	465	RNA	NA	NA	NA	-4.05714	NA	1163493.0	1163540.0	48.0	304.0	antisense_588_ss.jpg
antisense_589	1164131	-	335	RNA	RhoDep	1163873.0	1163951.0	-4.7	NA	1163723.0	1163957.0	235.0	409.0	antisense_589_ss.jpg
